DrugName,ActiveIngredient,PageNumber,Category,Is_Prescription
Uscpherol 400,Alpha tocopherol,165,Vitamin,False
Utabon Adults,Oxymetazolin hydroclorid,1101,Thuốc làm giảm sung huyết,False
Utabon Pediatric,Oxymetazolin hydroclorid,1101,Thuốc làm giảm sung huyết,False
Utoxol 2,Doxazosin,566,Thuốc ức chế thụ thể alpha-adrenergic,False
Utralene-100,Sertralin,1283,Thuốc chống bã nhờn và chống nấm,False
Utralene-50,Sertralin,1283,Thuốc chống bã nhờn và chống nấm,False
Utrazo 10,Rabeprazol,1228,Thuốc ức chế bơm proton,False
Utrixone-1000,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,True
Utrogestan,Progesteron,1192,Hormon sinh dục nữ progestin,True
Utrogestan 100,Progesteron,1192,Hormon sinh dục nữ progestin,True
Utrupin 400,Piracetam,1159,Thuốc trị giun,False
Utrupin 800,Piracetam,1159,Thuốc trị giun,False
Uzalk,Povidon iod,1166,Sát khuẩn,False
Uzix,Amikacin,176,Kháng sinh họ aminoglycosid,True
Uznar 100,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc,True
Uznar 200,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc,True
V Babylac,Lactobacillus acidophilus,874,Vi khuẩn sinh acid lactic,False
V .C.S,Vincristin,1470,Thuốc chống ung thư,True
Vabiotech-Albumin,Albumin,152,"Thuốc tăng thể tích máu, thuốc chống tăng bilirubin",False
Vắc xin bạch hầu,ho gà - uốn ván hấp phụ,1423,Vắc xin,False
Vắc xin sởi,quai bị - rubella,1444,Chưa phân loại,False
Vacetam 400,Piracetam,1159,Thuốc trị giun,False
Vacetam 800,Piracetam,1159,Thuốc trị giun,False
Vacidox,Estriol,626,Estrogen,False
Vaciradin,Cefradin,366,Kháng sinh nhóm cephalosporin thế hệ 1,True
Vaco Loratadine,Loratadin,923,"Thuốc kháng histamin, đối kháng thụ thể h",False
Vaco Loratadine S,Desloratadin,497,Thuốc diệt ký sinh trùng đơn bào,False
VacoCipdex,Ciprofloxacin,394,Kháng sinh nhóm fluoroquinolon,True
Vacocipdex 500,Ciprofloxacin,394,Kháng sinh nhóm fluoroquinolon,True
Vacodedian,Gliclazid,729,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê",True
Vacoflox,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Vacoflox L,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Vacolaren,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim,False
Vacomuc,Acetylcystein,111,Thuốc tiêu chất nhày; thuốc giải độc (quá liều,False
Vacomuc 200,Acetylcystein,111,Thuốc tiêu chất nhày; thuốc giải độc (quá liều,False
Vacontil,Loperamid,918,Thuốc trị ỉa chảy,False
Vacoomez,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Vacoomez 40,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Vacosulfene SC,Natri thiosulfat,1034,Thuốc giải độc,False
Vacoverin,Alverin citrat,172,Chống co thắt cơ trơn,False
Vadavir,Lamivudin,876,Thuốc kháng retrovirus và virus,True
Vadol 100,Paracetamol,1118,Giảm đau; hạ sốt,False
Vadol 325,Paracetamol,1118,Giảm đau; hạ sốt,False
Vadol 325 caps,Paracetamol,1118,Giảm đau; hạ sốt,False
Vadol 5,Paracetamol,1118,Giảm đau; hạ sốt,False
Vadol 650,Paracetamol,1118,Giảm đau; hạ sốt,False
Vadol A325,Paracetamol,1118,Giảm đau; hạ sốt,False
Vadol caplet,Paracetamol,1118,Giảm đau; hạ sốt,False
Vadol caps,Paracetamol,1118,Giảm đau; hạ sốt,False
Vafocin,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Vageston 200,Progesteron,1192,Hormon sinh dục nữ progestin,True
Vageston-100,Progesteron,1192,Hormon sinh dục nữ progestin,True
Vagonxin,Vancomycin,1455,Thuốc ức chế enzym chuyển,False
Vaironat 250,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Vaironat 500,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Vaklonal,Vancomycin,1455,Thuốc ức chế enzym chuyển,False
Valdes,Desloratadin,497,Thuốc diệt ký sinh trùng đơn bào,False
Valemy,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,True
Valiera,Estradiol,622,Hormon estrogen,True
Valium,Diazepam,513,"An thần, giải lo âu, gây ngủ",True
Valizyg Eczema,Betamethason,252,Glucocorticoid,True
Valmarrine,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim,False
Valproic acid,Acid valproic,140,"Thuốc chống động kinh; thuốc chống loạn thần, thuốc",True
Valsarfast 160,Valsartan,1453,Đối kháng thụ thể angiotensin ii,False
Valsarfast 80,Valsartan,1453,Đối kháng thụ thể angiotensin ii,False
Valsar-H,Valsartan,1453,Đối kháng thụ thể angiotensin ii,False
Valsartan Stada,Valsartan,1453,Đối kháng thụ thể angiotensin ii,False
Valsita,Valsartan,1453,Đối kháng thụ thể angiotensin ii,False
Valzaar-160,Valsartan,1453,Đối kháng thụ thể angiotensin ii,False
Valzaar-40,Valsartan,1453,Đối kháng thụ thể angiotensin ii,False
Valzaar-80,Valsartan,1453,Đối kháng thụ thể angiotensin ii,False
Vammybivid’s,Vancomycin,1455,Thuốc ức chế enzym chuyển,False
Vamtrel,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim,False
Vancocef Inj,Vancomycin,1455,Thuốc ức chế enzym chuyển,False
Vanco-Lyomark,Vancomycin,1455,Thuốc ức chế enzym chuyển,False
Vancom,Vancomycin,1455,Thuốc ức chế enzym chuyển,False
Vancomycin 1g Teva,Vancomycin,1455,Thuốc ức chế enzym chuyển,False
Vancomycin 500mg Teva,Vancomycin,1455,Thuốc ức chế enzym chuyển,False
Vancomycin for injection EP,Vancomycin,1455,Thuốc ức chế enzym chuyển,False
Vancomycin GSK,Vancomycin,1455,Thuốc ức chế enzym chuyển,False
Vancomycin Normon,Vancomycin,1455,Thuốc ức chế enzym chuyển,False
Vancorin,Vancomycin,1455,Thuốc ức chế enzym chuyển,False
Vancostad,Vancomycin,1455,Thuốc ức chế enzym chuyển,False
Vancotex,Vancomycin,1455,Thuốc ức chế enzym chuyển,False
Vanmenol,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Vanmocla,Clarithromycin,404,Kháng sinh macrolid bán tổng hợp,True
Vanmycos-CP,Vancomycin,1455,Thuốc ức chế enzym chuyển,False
Vanoran,Itraconazol,849,Chống nấm,False
Vanotecan,Irinotecan,837,"Nhóm chất đối kháng thụ thể angiotensin ii, thuốc",False
Vantamox 500,Amoxicilin,188,"Kháng sinh nhóm beta-lactam, aminopenicilin",True
Vantef,Glipizid,733,Sulfonylurê chống đái tháo đường,True
Vanzocis,Vancomycin,1455,Thuốc ức chế enzym chuyển,False
Vardcetin,Cetirizin hydroclorid,381,Kháng histamin; đối kháng thụ thể h,False
Varosc Tab.,Amlodipin,187,"Chống đau thắt ngực, chống tăng huyết áp, chất đối",True
Varsarley,Valsartan,1453,Đối kháng thụ thể angiotensin ii,False
Vartel,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim,False
Vasartim 40,Valsartan,1453,Đối kháng thụ thể angiotensin ii,False
Vasartim 80,Valsartan,1453,Đối kháng thụ thể angiotensin ii,False
Vasartim 160,Valsartan,1453,Đối kháng thụ thể angiotensin ii,False
Vascam,Amlodipin,187,"Chống đau thắt ngực, chống tăng huyết áp, chất đối",True
Vasfar Injection,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3,True
Vashasan 20,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim,False
Vashasan MR,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim,False
Vaslasell,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim,False
Vasodinitrat 10,Isosorbid dinitrat,846,Thuốc giãn mạch,False
Vasogard 20,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim,False
Vasomet-20,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim,False
Vasopressins,Vasopressin,1459,Hormon chống bài niệu,True
Vasotense-5,Flunarizin,678,Thuốc chẹn kênh calci,False
Vasotense-10,Flunarizin,678,Thuốc chẹn kênh calci,False
Vasox,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3,True
Vaspycar,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim,False
Vaspycar MR,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim,False
Vasranta,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim,False
Vastarel,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim,False
Vastarel MR,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim,False
Vastazidin,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim,False
Vastec,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim,False
Vastrim,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim,False
Vatalizel,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim,False
Vatirino Paediatric,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,True
Vatzatel,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim,False
Vaxcel,Heparin,767,Chống đông máu,False
Vaxcel Ceftazidime,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3,True
Vaxcel Ceftriaxone,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,True
Vaxcilora ointment,Aciclovir,114,Thuốc chống virus,True
Vaxidin Caps,Nizatidin,1063,Thuốc kháng thụ thể h,False
Vazortan-25,Losartan,927,Chất đối kháng thụ thể at,False
Vazortan-50,Losartan,927,Chất đối kháng thụ thể at,False
V-Bloc,Carvedilol,327,"Thuốc ức chế không chọn lọc thụ thể beta-adrenergic,",False
Vecalol,Carvedilol,327,"Thuốc ức chế không chọn lọc thụ thể beta-adrenergic,",False
Vecalol Tablets,Carvedilol,327,"Thuốc ức chế không chọn lọc thụ thể beta-adrenergic,",False
Vecmid,Vancomycin,1455,Thuốc ức chế enzym chuyển,False
"Vedicard 12,5",Carvedilol,327,"Thuốc ức chế không chọn lọc thụ thể beta-adrenergic,",False
Vedicard 25,Carvedilol,327,"Thuốc ức chế không chọn lọc thụ thể beta-adrenergic,",False
"Vedicard 3,125",Carvedilol,327,"Thuốc ức chế không chọn lọc thụ thể beta-adrenergic,",False
"Vedicard 6,25",Carvedilol,327,"Thuốc ức chế không chọn lọc thụ thể beta-adrenergic,",False
Vedilma,Carbidopa - levodopa,320,Thuốc chống bệnh parkinson; thuốc chống loạn động,False
Veganime,Clotrimazol,452,"Thuốc chống nấm tại chỗ, phổ rộng",False
Vell,Ibuprofen,786,Thuốc chống viêm không steroid,True
Veloxin,Moxifloxacin hydroclorid,1011,Kháng sinh  nhóm fluoroquinolon,True
Veloz 20,Rabeprazol,1228,Thuốc ức chế bơm proton,False
Venlafaxine,Venlafaxin,1463,Chống trầm cảm,True
Venlafaxine Stada,Vancomycin,1455,Thuốc ức chế enzym chuyển,False
"Venlixor 37,5",Vancomycin,1455,Thuốc ức chế enzym chuyển,False
Venlixor 75,Vancomycin,1455,Thuốc ức chế enzym chuyển,False
Ventamol,Salbutamol (dùng trong hô hấp),1262,Thuốc kích thích beta2 giao cảm tác dụng ngắn,False
Ventinat,Sucralfat,1310,"Thuốc bảo vệ niêm mạc dạ dày; điều trị loét dạ dày,",False
Ventolin,Salbutamol (dùng trong hô hấp),1262,Thuốc kích thích beta2 giao cảm tác dụng ngắn,False
Ventran-1000,Acid tranexamic,139,Thuốc chống tiêu fibrin,True
Ventran-500,Acid tranexamic,139,Thuốc chống tiêu fibrin,True
Venutel,Temozolomid,1330,Thuốc chống ung thư,True
Verapime,Cefepim,348,Kháng sinh nhóm cephalosporin thế hệ 4,True
Verarem 40,Verapamil,1465,Thuốc chẹn kênh calci nhóm non-dihydropyridin,False
Verarem 80,Verapamil,1465,Thuốc chẹn kênh calci nhóm non-dihydropyridin,False
Verben,Albendazol,150,Thuốc trị giun sán,False
Vercef,Cefaclor,329,"Kháng sinh uống, nhóm cephalosporin thế hệ 2",True
Vermexin,Albendazol,150,Thuốc trị giun sán,False
Verniking,Arginin,205,"Thuốc chống ung thư, thuốc ức chế aromatase",True
Veronco,Alpha tocopherol,165,Vitamin,False
Verorab,Vắc xin dại,1431,Vắc xin virus bất hoạt,True
Verospiron,Spironolacton,1301,Thuốc lợi tiểu kháng aldosteron,False
Verospirone,Spironolacton,1301,Thuốc lợi tiểu kháng aldosteron,False
Versanoid,Tretinoin (thuốc uống),1405,Retinoid dùng bôi trị trứng cá,False
Vertiflam,Cinarizin,391,Kháng histamin h,False
Vertizon,Cinarizin,391,Kháng histamin h,False
Vespratab 20,Esomeprazol,619,Thuốc ức chế bài tiết acid dạ dày thuộc nhóm ức chế,False
Vespratab 40,Esomeprazol,619,Thuốc ức chế bài tiết acid dạ dày thuộc nhóm ức chế,False
Vetocin,Paracetamol,1118,Giảm đau; hạ sốt,False
Vettocilin,Salbutamol (dùng trong hô hấp),1262,Thuốc kích thích beta2 giao cảm tác dụng ngắn,False
Vhpenem,Meropenem,950,"Kháng sinh nhóm carbapenem, họ beta-lactam",True
Viababyfixime,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,True
Viadacef,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,True
Vialexin 250,Cefalexin,334,Kháng sinh nhóm cephalosporin thế hệ 1,True
Viamazin,Metronidazol,979,Thuốc diệt giun sán,False
Viamomentin,Amoxicilin và kali clavulanat,192,Kháng sinh,True
Via-Roxime,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Viasarginin,Arginin,205,"Thuốc chống ung thư, thuốc ức chế aromatase",True
Vibrate 300,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Vicalen,Alendronat natri,157,Chất ức chế tiêu xương,False
Viciaxon,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,True
Vicimadol,Cefamandol,339,Kháng sinh cephalosporin thế hệ 2,True
Viciperan,Piperacilin,1155,Thuốc chẹn thần kinh - cơ,True
Viciperazol,Cefoperazon natri,354,Kháng sinh cephalosporin thế hệ 3,True
Viciroxim,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Vicitarcin,Ticarcilin,1376,Thuốc kháng sinh; penicilin bán tổng hợp,True
Vicizolin,Cefazolin,343,Kháng sinh cephalosporin thế hệ 1,True
Vicoxib 100,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc,True
Vicoxib 200,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc,True
Victacid 30,Lansoprazol,879,"Thuốc ức chế tiết acid dịch vị, thuốc ức chế bơm proton",False
Victans,Anastrozol,204,"Thuốc chống ung thư, thuốc ức chế aromatase",True
Victocep,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Victolid,Clarithromycin,404,Kháng sinh macrolid bán tổng hợp,True
Victolon,Cetirizin hydroclorid,381,Kháng histamin; đối kháng thụ thể h,False
Victoz,Imipenem và thuốc ức chế enzym,800,Kháng sinh nhóm beta-lactam,True
Victron,Lamivudin,876,Thuốc kháng retrovirus và virus,True
Vidaloxin,Amoxicilin,188,"Kháng sinh nhóm beta-lactam, aminopenicilin",True
Vidaloxin 250,Amoxicilin,188,"Kháng sinh nhóm beta-lactam, aminopenicilin",True
Vidaloxin 500,Amoxicilin,188,"Kháng sinh nhóm beta-lactam, aminopenicilin",True
VIDFU,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Vidlezine-B 100,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,True
Vidlezine-B 200,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,True
Vidoca,Albendazol,150,Thuốc trị giun sán,False
Vidtadin,Oxacilin natri,1090,Kháng sinh; penicilin kháng penicilinase; isoxazolyl,True
Vidtria,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,True
Vidutamol,Paracetamol,1118,Giảm đau; hạ sốt,False
Viduximox,Amoxicilin,188,"Kháng sinh nhóm beta-lactam, aminopenicilin",True
Viên Ceteco Cenpira,Piracetam,1159,Thuốc trị giun,False
Viên nang Headache,Flunarizin,678,Thuốc chẹn kênh calci,False
Viên nang Wincocef-500,Cefadroxil,332,Kháng sinh nhóm cephalosporin thế hệ 1,True
Viên nén 2 lớp Dexa,Dexamethason,500,Glucocorticoid,True
Viên nén Daewonrizine,Cetirizin hydroclorid,381,Kháng histamin; đối kháng thụ thể h,False
Viên nén Teranex,Terazosin hydroclorid,1338,Thuốc chẹn thụ thể alpha,False
Vietcef,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,True
Vietra,Alpha tocopherol,165,Vitamin,False
Vifalari,Clarithromycin,404,Kháng sinh macrolid bán tổng hợp,True
Vifalari 500 mg,Clarithromycin,404,Kháng sinh macrolid bán tổng hợp,True
Vifamox 250,Amoxicilin,188,"Kháng sinh nhóm beta-lactam, aminopenicilin",True
Vifamox 500,Amoxicilin,188,"Kháng sinh nhóm beta-lactam, aminopenicilin",True
Vifamox-F1000,Amoxicilin,188,"Kháng sinh nhóm beta-lactam, aminopenicilin",True
Vifaren,Diclofenac,515,Thuốc chống viêm không steroid,True
Vifenac,Diclofenac,515,Thuốc chống viêm không steroid,True
Vifepime,Cefepim,348,Kháng sinh nhóm cephalosporin thế hệ 4,True
Vecalol,Carvedilol,327,"Thuốc ức chế không chọn lọc thụ thể beta-adrenergic,",False
Vecalol Tablets,Carvedilol,327,"Thuốc ức chế không chọn lọc thụ thể beta-adrenergic,",False
Vecmid,Vancomycin,1455,Thuốc ức chế enzym chuyển,False
"Vedicard 12,5",Carvedilol,327,"Thuốc ức chế không chọn lọc thụ thể beta-adrenergic,",False
Vedicard 25,Carvedilol,327,"Thuốc ức chế không chọn lọc thụ thể beta-adrenergic,",False
"Vedicard 3,125",Carvedilol,327,"Thuốc ức chế không chọn lọc thụ thể beta-adrenergic,",False
"Vedicard 6,25",Carvedilol,327,"Thuốc ức chế không chọn lọc thụ thể beta-adrenergic,",False
Vedilma,Carbidopa - levodopa,320,Thuốc chống bệnh parkinson; thuốc chống loạn động,False
Veganime,Clotrimazol,452,"Thuốc chống nấm tại chỗ, phổ rộng",False
Vell,Ibuprofen,786,Thuốc chống viêm không steroid,True
Veloxin,Moxifloxacin hydroclorid,1011,Kháng sinh  nhóm fluoroquinolon,True
Veloz 20,Rabeprazol,1228,Thuốc ức chế bơm proton,False
Venlafaxine,Venlafaxin,1463,Chống trầm cảm,True
Venlafaxine Stada,Vancomycin,1455,Thuốc ức chế enzym chuyển,False
"Venlixor 37,5",Vancomycin,1455,Thuốc ức chế enzym chuyển,False
Venlixor 75,Vancomycin,1455,Thuốc ức chế enzym chuyển,False
Ventamol,Salbutamol (dùng trong hô hấp),1262,Thuốc kích thích beta2 giao cảm tác dụng ngắn,False
Ventinat,Sucralfat,1310,"Thuốc bảo vệ niêm mạc dạ dày; điều trị loét dạ dày,",False
Ventolin,Salbutamol (dùng trong hô hấp),1262,Thuốc kích thích beta2 giao cảm tác dụng ngắn,False
Ventran-1000,Acid tranexamic,139,Thuốc chống tiêu fibrin,True
Ventran-500,Acid tranexamic,139,Thuốc chống tiêu fibrin,True
Venutel,Temozolomid,1330,Thuốc chống ung thư,True
Verapime,Cefepim,348,Kháng sinh nhóm cephalosporin thế hệ 4,True
Verarem 40,Verapamil,1465,Thuốc chẹn kênh calci nhóm non-dihydropyridin,False
Verarem 80,Verapamil,1465,Thuốc chẹn kênh calci nhóm non-dihydropyridin,False
Verben,Albendazol,150,Thuốc trị giun sán,False
Vercef,Cefaclor,329,"Kháng sinh uống, nhóm cephalosporin thế hệ 2",True
Vermexin,Albendazol,150,Thuốc trị giun sán,False
Verniking,Arginin,205,"Thuốc chống ung thư, thuốc ức chế aromatase",True
Veronco,Alpha tocopherol,165,Vitamin,False
Verorab,Vắc xin dại,1431,Vắc xin virus bất hoạt,True
Verospiron,Spironolacton,1301,Thuốc lợi tiểu kháng aldosteron,False
Verospirone,Spironolacton,1301,Thuốc lợi tiểu kháng aldosteron,False
Versanoid,Tretinoin (thuốc uống),1405,Retinoid dùng bôi trị trứng cá,False
Vertiflam,Cinarizin,391,Kháng histamin h,False
Vertizon,Cinarizin,391,Kháng histamin h,False
Vespratab 20,Esomeprazol,619,Thuốc ức chế bài tiết acid dạ dày thuộc nhóm ức chế,False
Vespratab 40,Esomeprazol,619,Thuốc ức chế bài tiết acid dạ dày thuộc nhóm ức chế,False
Vetocin,Paracetamol,1118,Giảm đau; hạ sốt,False
Vettocilin,Salbutamol (dùng trong hô hấp),1262,Thuốc kích thích beta2 giao cảm tác dụng ngắn,False
Vhpenem,Meropenem,950,"Kháng sinh nhóm carbapenem, họ beta-lactam",True
Viababyfixime,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,True
Viadacef,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,True
Vialexin 250,Cefalexin,334,Kháng sinh nhóm cephalosporin thế hệ 1,True
Viamazin,Metronidazol,979,Thuốc diệt giun sán,False
Viamomentin,Amoxicilin và kali clavulanat,192,Kháng sinh,True
Via-Roxime,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Viasarginin,Arginin,205,"Thuốc chống ung thư, thuốc ức chế aromatase",True
Vibrate 300,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Vicalen,Alendronat natri,157,Chất ức chế tiêu xương,False
Viciaxon,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,True
Vicimadol,Cefamandol,339,Kháng sinh cephalosporin thế hệ 2,True
Viciperan,Piperacilin,1155,Thuốc chẹn thần kinh - cơ,True
Viciperazol,Cefoperazon natri,354,Kháng sinh cephalosporin thế hệ 3,True
Viciroxim,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Vicitarcin,Ticarcilin,1376,Thuốc kháng sinh; penicilin bán tổng hợp,True
Vicizolin,Cefazolin,343,Kháng sinh cephalosporin thế hệ 1,True
Vicoxib 100,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc,True
Vicoxib 200,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc,True
Victacid 30,Lansoprazol,879,"Thuốc ức chế tiết acid dịch vị, thuốc ức chế bơm proton",False
Victans,Anastrozol,204,"Thuốc chống ung thư, thuốc ức chế aromatase",True
Victocep,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Victolid,Clarithromycin,404,Kháng sinh macrolid bán tổng hợp,True
Victolon,Cetirizin hydroclorid,381,Kháng histamin; đối kháng thụ thể h,False
Victoz,Imipenem và thuốc ức chế enzym,800,Kháng sinh nhóm beta-lactam,True
Victron,Lamivudin,876,Thuốc kháng retrovirus và virus,True
Vidaloxin,Amoxicilin,188,"Kháng sinh nhóm beta-lactam, aminopenicilin",True
Vidaloxin 250,Amoxicilin,188,"Kháng sinh nhóm beta-lactam, aminopenicilin",True
Vidaloxin 500,Amoxicilin,188,"Kháng sinh nhóm beta-lactam, aminopenicilin",True
VIDFU,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Vidlezine-B 100,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,True
Vidlezine-B 200,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,True
Vidoca,Albendazol,150,Thuốc trị giun sán,False
Vidtadin,Oxacilin natri,1090,Kháng sinh; penicilin kháng penicilinase; isoxazolyl,True
Vidtria,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,True
Vidutamol,Paracetamol,1118,Giảm đau; hạ sốt,False
Viduximox,Amoxicilin,188,"Kháng sinh nhóm beta-lactam, aminopenicilin",True
Viên Ceteco Cenpira,Piracetam,1159,Thuốc trị giun,False
Viên nang Headache,Flunarizin,678,Thuốc chẹn kênh calci,False
Viên nang Wincocef-500,Cefadroxil,332,Kháng sinh nhóm cephalosporin thế hệ 1,True
Viên nén 2 lớp Dexa,Dexamethason,500,Glucocorticoid,True
Viên nén Daewonrizine,Cetirizin hydroclorid,381,Kháng histamin; đối kháng thụ thể h,False
Viên nén Teranex,Terazosin hydroclorid,1338,Thuốc chẹn thụ thể alpha,False
Vietcef,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,True
Vietra,Alpha tocopherol,165,Vitamin,False
Vifalari,Clarithromycin,404,Kháng sinh macrolid bán tổng hợp,True
Vifalari 500 mg,Clarithromycin,404,Kháng sinh macrolid bán tổng hợp,True
Vifamox 250,Amoxicilin,188,"Kháng sinh nhóm beta-lactam, aminopenicilin",True
Vifamox 500,Amoxicilin,188,"Kháng sinh nhóm beta-lactam, aminopenicilin",True
Vifamox-F1000,Amoxicilin,188,"Kháng sinh nhóm beta-lactam, aminopenicilin",True
Vifaren,Diclofenac,515,Thuốc chống viêm không steroid,True
Vifenac,Diclofenac,515,Thuốc chống viêm không steroid,True
Vifepime,Cefepim,348,Kháng sinh nhóm cephalosporin thế hệ 4,True
Vifix,Lamivudin,876,Thuốc kháng retrovirus và virus,True
Vifloxacol,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Vifortiam,Cefotiam hydroclorid,360,Kháng sinh loại cephalosporin,True
Vifticol,Glycerol,750,Các thuốc chống đông như dẫn chất cumarin hoặc dẫn chất,False
Vigamox,Moxifloxacin hydroclorid,1011,Kháng sinh  nhóm fluoroquinolon,True
Vigasid,20mg - Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Vigirmazone,Clotrimazol,452,"Thuốc chống nấm tại chỗ, phổ rộng",False
Vikasfaren 20,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim,False
Villex-250,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Villex 500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Vilogrel 75,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu,False
Vilosporin 25,Ciclosporin,383,Enzym thủy phân protein (trợ giúp phẫu thuật),False
Vilosporin 100,Ciclosporin,383,Enzym thủy phân protein (trợ giúp phẫu thuật),False
Vimbalus,Lactobacillus acidophilus,874,Vi khuẩn sinh acid lactic,False
Vimecime,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,True
Vimecime 100,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,True
Vimecime 200,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,True
Vimethy,Methylprednisolon,969,Thuốc glucocorticoid tổng hợp,True
Vinaceftin,Cefalotin,337,Kháng sinh nhóm cephalosporin thế hệ 1,True
Vinacla,Clarithromycin,404,Kháng sinh macrolid bán tổng hợp,True
Vinaflam 250,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Vinaflam 500,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Vinakion,Metronidazol,979,Thuốc diệt giun sán,False
