DrugName,ActiveIngredient,PageNumber,Category,Is_Prescription
Tifaxcin,100 DT - Cefixim,351,Kháng sinh cephalosporin thế hệ 3,False
Tifaxcin 200,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,False
Tigercef,Cefotaxim,357,Kháng sinh cephalosporin thế hệ 3,False
Tigeron,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Tilatep,Teicoplanin,1326,Kháng sinh glycopeptid,False
Tilcotil,Tenoxicam,1336,Thuốc chống viêm không steroid,False
Tildiem,Diltiazem,533,Thuốc diệt amip/chống nguyên sinh động vật,False
Tilfur,Fexofenadin hydroclorid,657,"Kháng histamin thế hệ 2, đối kháng thụ thể h",False
Tilfur 180,Fexofenadin hydroclorid,657,"Kháng histamin thế hệ 2, đối kháng thụ thể h",False
Tilfur 60,Fexofenadin hydroclorid,657,"Kháng histamin thế hệ 2, đối kháng thụ thể h",False
Tilfur120,Fexofenadin hydroclorid,657,"Kháng histamin thế hệ 2, đối kháng thụ thể h",False
Tilhasan 60,Diltiazem,533,Thuốc diệt amip/chống nguyên sinh động vật,False
Tilhazem 60,Diltiazem,533,Thuốc diệt amip/chống nguyên sinh động vật,False
Tiloxen 5,Flunarizin,678,Thuốc chẹn kênh calci,False
Timestic,Diosmectit,541,Thuốc hấp phụ và làm săn niêm mạc đường tiêu hóa,False
Timetac 400,Cimetidin,389,"Thuốc ức chế kết tập tiểu cầu và giãn mạch, thuốc ức",False
Timifan,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Timivudin,Lamivudin,876,Thuốc kháng retrovirus và virus,False
Timizet 40,Telmisartan,1328,Thuốc đối kháng thụ thể angiotensin ii,False
Timizet 80,Telmisartan,1328,Thuốc đối kháng thụ thể angiotensin ii,False
Timmak,Dihydroergotamin,530,Chống đau nửa đầu/hủy giao cảm alpha (alpha-,False
Timoeye,Timolol (thuốc nhỏ mắt),1382,"Thuốc chống glôcôm, chống tăng nhãn áp, chẹn beta",False
Timoférol,Sắt (II) sulfat,1271,Muối sắt vô cơ,False
Timol Neo,Amlodipin,187,"Chống đau thắt ngực, chống tăng huyết áp, chất đối",False
Timolol (eye drops),Timolol (thuốc nhỏ mắt),1382,"Thuốc chống glôcôm, chống tăng nhãn áp, chẹn beta",False
Timolol Chauvin,Timolol (thuốc nhỏ mắt),1382,"Thuốc chống glôcôm, chống tăng nhãn áp, chẹn beta",False
Timolol Maleate,Timolol (thuốc nhỏ mắt),1382,"Thuốc chống glôcôm, chống tăng nhãn áp, chẹn beta",False
Timolol-E,Timolol (thuốc nhỏ mắt),1382,"Thuốc chống glôcôm, chống tăng nhãn áp, chẹn beta",False
Tinadro,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,False
Tinaflam,Diclofenac,515,Thuốc chống viêm không steroid,False
Tincocam,Tenoxicam,1336,Thuốc chống viêm không steroid,False
Tiniba 500,Tinidazol,1383,"Thuốc chống glôcôm, chống tăng nhãn áp, chẹn beta",False
Tinibulk,Tinidazol,1383,"Thuốc chống glôcôm, chống tăng nhãn áp, chẹn beta",False
Tinidazol HT,Tinidazol,1383,"Thuốc chống glôcôm, chống tăng nhãn áp, chẹn beta",False
Tinidazol Kabi,Tinidazol,1383,"Thuốc chống glôcôm, chống tăng nhãn áp, chẹn beta",False
Tinidazol NDP,Tinidazol,1383,"Thuốc chống glôcôm, chống tăng nhãn áp, chẹn beta",False
Tinidazole,Tinidazol,1383,"Thuốc chống glôcôm, chống tăng nhãn áp, chẹn beta",False
Tinisyn,Tinidazol,1383,"Thuốc chống glôcôm, chống tăng nhãn áp, chẹn beta",False
Tinropen,Meropenem,950,"Kháng sinh nhóm carbapenem, họ beta-lactam",False
Tioconazole,Tioconazol,1386,Thuốc chống nấm (tại chỗ),False
Tiopame Inj.,Imipenem và thuốc ức chế enzym,800,Kháng sinh nhóm beta-lactam,False
Tiotic,Natri clorid,1030,Cung cấp chất điện giải,False
Tiotrazole,Tioconazol,1386,Thuốc chống nấm (tại chỗ),False
Tiotropium bromide,Tiotropium bromid,1388,"Thuốc kháng muscarinic, làm giãn phế quản tác dụng",False
Tiphacetam,Piracetam,1159,Thuốc trị giun,False
Tiphacetam 400,Piracetam,1159,Thuốc trị giun,False
Tiphacipro 500,Ciprofloxacin,394,Kháng sinh nhóm fluoroquinolon,False
Tiphadeltacil,Dexamethason,500,Glucocorticoid,False
Tiphadol 325,Paracetamol,1118,Giảm đau; hạ sốt,False
Tiphadol 500,Paracetamol,1118,Giảm đau; hạ sốt,False
Tiphadol 650,Paracetamol,1118,Giảm đau; hạ sốt,False
Tiphadol 80,Paracetamol,1118,Giảm đau; hạ sốt,False
Tiphafast,Fexofenadin hydroclorid,657,"Kháng histamin thế hệ 2, đối kháng thụ thể h",False
Tiphallerdin,Loratadin,923,"Thuốc kháng histamin, đối kháng thụ thể h",False
Tipharel,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim,False
Tipharmlor,Amlodipin,187,"Chống đau thắt ngực, chống tăng huyết áp, chất đối",False
Tiphenesin,Mephenesin,944,Thuốc giãn cơ và giảm đau,False
Tirastam 250,Levetiracetam,887,Thuốc điều trị động kinh,False
Tirastam 500,Levetiracetam,887,Thuốc điều trị động kinh,False
Tirastam 750,Levetiracetam,887,Thuốc điều trị động kinh,False
Tirazin,Tinidazol,1383,"Thuốc chống glôcôm, chống tăng nhãn áp, chẹn beta",False
Tirizex 10,Cetirizin hydroclorid,381,Kháng histamin; đối kháng thụ thể h,False
Tirizex 5,Cetirizin hydroclorid,381,Kháng histamin; đối kháng thụ thể h,False
Tirotax,Cefotaxim,357,Kháng sinh cephalosporin thế hệ 3,False
Tirozet,Metformin,955,Thuốc giải độc,False
Tisartan,Telmisartan,1328,Thuốc đối kháng thụ thể angiotensin ii,False
Tisartan 80,Telmisartan,1328,Thuốc đối kháng thụ thể angiotensin ii,False
Tisercin,Levomepromazin,893,"Thuốc chống loạn thần, giảm đau không gây nghiện,",False
Tixeparin,Heparin,767,Chống đông máu,False
Tixocortol pivalate,Tixocortol pivalat,1389,"Thuốc kháng muscarinic, làm giãn phế quản tác dụng",False
Tizacure 100,Lamivudin,876,Thuốc kháng retrovirus và virus,False
Tizacure 150,Lamivudin,876,Thuốc kháng retrovirus và virus,False
Tizalon 2,Tizanidin hydroclorid,1390,"Giãn cơ xương, tác động hệ tktw",False
Tizalon 4,Tizanidin hydroclorid,1390,"Giãn cơ xương, tác động hệ tktw",False
Tizanad,Tizanidin hydroclorid,1390,"Giãn cơ xương, tác động hệ tktw",False
Tizanidine hydrochloride,Tizanidin hydroclorid,1390,"Giãn cơ xương, tác động hệ tktw",False
Tizarex,Tizanidin hydroclorid,1390,"Giãn cơ xương, tác động hệ tktw",False
Tizoxim 50,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,False
Tizoxim-100,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,False
Tizoxim-200,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,False
TK-Alphachymotrypsine,Chymotrypsin,382,Enzym thủy phân protein (trợ giúp phẫu thuật),False
T-Lophe,Clorpheniramin,445,"Thuốc kháng histamin, thế hệ thứ nhất",False
T3 Mycin,Clindamycin,407,Kháng sinh họ lincosamid,False
Tobacin,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Tobaject,Erythropoietin,611,Thuốc kích thích tạo hồng cầu,False
Tobaso,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Tobcimax,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Tobcol,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Tobitil,Tenoxicam,1336,Thuốc chống viêm không steroid,False
Tobpit,Azithromycin,227,Thuốc kháng sinh,False
Tobrabac,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Tobracol,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Tobradico,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Tobrafar,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Tobralcin,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Tobralyr,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Tobramicina IBI,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Tobramin,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Tobramycin Actavis,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Tobramycin stada,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Tobraneg,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Tobrex,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Tobrin,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Tobroxine,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Tocetam 100,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc,True
Tocetam 200,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc,True
Tocimat,Fexofenadin hydroclorid,657,"Kháng histamin thế hệ 2, đối kháng thụ thể h",False
Tocinpro,Ciprofloxacin,394,Kháng sinh nhóm fluoroquinolon,False
Tocopin,Teicoplanin,1326,Kháng sinh glycopeptid,False
Todencine,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Toeyecin,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Tofdim Inj.,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3,False
Tofluxine,Dextromethorphan,508,Giảm ho khan,False
Toganin,Arginin,205,"Thuốc chống ung thư, thuốc ức chế aromatase",False
Tolbutamide,Tolbutamid,1398,"Thuốc uống chống đái tháo đường loại sulfonylurê,",False
Tolmasa,Clotrimazol,452,"Thuốc chống nấm tại chỗ, phổ rộng",False
Tomethrol,Methylprednisolon,969,Thuốc glucocorticoid tổng hợp,False
Tono Cefal-250,Cefaclor,329,"Kháng sinh uống, nhóm cephalosporin thế hệ 2",False
Top,Pirex - Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Topamtex,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Topcef,100 DT - Cefixim,351,Kháng sinh cephalosporin thế hệ 3,False
Topcef,200 - Cefixim,351,Kháng sinh cephalosporin thế hệ 3,False
Topclar 500,Clarithromycin,404,Kháng sinh macrolid bán tổng hợp,False
Topenti 20,Esomeprazol,619,Thuốc ức chế bài tiết acid dạ dày thuộc nhóm ức chế,False
Topenti 40,Esomeprazol,619,Thuốc ức chế bài tiết acid dạ dày thuộc nhóm ức chế,False
Topflam,Diclofenac,515,Thuốc chống viêm không steroid,False
Topifix,Gemfibrozil,718,Thuốc chống tăng lipid huyết,False
Topium Nasal Spray,Ipratropium bromid,833,"Vì vậy, không trộn thuốc",False
Topoxime,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,False
Topsea 500,Paracetamol,1118,Giảm đau; hạ sốt,False
Topsil cough,Dextromethorphan,508,Giảm ho khan,False
Toptrixone Inj,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,False
Toptropin,Piracetam,1159,Thuốc trị giun,False
Toraass 25,Losartan,927,Chất đối kháng thụ thể at,False
Toraass 50,Losartan,927,Chất đối kháng thụ thể at,False
Torafix-100,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,False
Toranax 0.25,Alprazolam,167,"Chống lo âu, chống hoảng sợ",False
Toravell,Tramadol hydroclorid,1400,Thuốc giảm đau tổng hợp nhóm opioid,False
Tordol,Moxifloxacin hydroclorid,1011,Kháng sinh  nhóm fluoroquinolon,False
Torfast 120,Fexofenadin hydroclorid,657,"Kháng histamin thế hệ 2, đối kháng thụ thể h",False
Torfexim-200,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,False
Toricam,Piroxicam,1160,Thuốc chống viêm không steroid (nsaid),False
Torlaxime,Cefotaxim,357,Kháng sinh cephalosporin thế hệ 3,False
Torleva 250,Levetiracetam,887,Thuốc điều trị động kinh,False
Torleva 500,Levetiracetam,887,Thuốc điều trị động kinh,False
Torleva 1000,Levetiracetam,887,Thuốc điều trị động kinh,False
Tornex,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Torocef-1,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,False
Torodroxyl,Cefadroxil,332,Kháng sinh nhóm cephalosporin thế hệ 1,False
Torodroxyl 250 DT,Cefadroxil,332,Kháng sinh nhóm cephalosporin thế hệ 1,False
Torodroxyl 500,Cefadroxil,332,Kháng sinh nhóm cephalosporin thế hệ 1,False
Torolan 5,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Torpace-2.5,Ramipril,1230,Thuốc ức chế enzym chuyển angiotensin,False
Torpace-5,Ramipril,1230,Thuốc ức chế enzym chuyển angiotensin,False
Toruxin,Piracetam,1159,Thuốc trị giun,False
Toruxin-800,Piracetam,1159,Thuốc trị giun,False
Tosuy,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Tottizim,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3,False
Tovalgan,150 - Paracetamol,1118,Giảm đau; hạ sốt,False
Tovalgan,Paracetamol,1118,Giảm đau; hạ sốt,False
Tovalgan Ef,Paracetamol,1118,Giảm đau; hạ sốt,False
Tovalgan Ef 150,Paracetamol,1118,Giảm đau; hạ sốt,False
Tovalgan Ef 80,Paracetamol,1118,Giảm đau; hạ sốt,False
Tovecor,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
Toversin,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
Tovix,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Toxaxine Inj,Acid tranexamic,139,Thuốc chống tiêu fibrin,True
Tozef 250,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,False
Tozep,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,False
Tpenatec,Enalapril,582,"Thuốc chống tăng huyết áp, nhóm ức chế enzym",False
Trabiotin,Biotin,259,Thuốc chống rối loạn lipid huyết (nhóm fibrat),False
Tracemic,Atenolol,219,Chất hấp phụ chống ỉa chảy,False
Traclor 125,Cefaclor,329,"Kháng sinh uống, nhóm cephalosporin thế hệ 2",False
Traclor 375,Cefaclor,329,"Kháng sinh uống, nhóm cephalosporin thế hệ 2",False
Tracrium,Atracurium besylat,221,Thuốc phong bế thần kinh - cơ không khử cực,False
Trafedin,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
Tobitil,Tenoxicam,1336,Thuốc chống viêm không steroid,False
Tobpit,Azithromycin,227,Thuốc kháng sinh,False
Tobrabac,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Tobracol,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Tobradico,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Tobrafar,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Tobralcin,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Tobralyr,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Tobramicina IBI,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Tobramin,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Tobramycin Actavis,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Tobramycin stada,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Tobraneg,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Tobrex,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Tobrin,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Tobroxine,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Tocetam 100,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc,True
Tocetam 200,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc,True
Tocimat,Fexofenadin hydroclorid,657,"Kháng histamin thế hệ 2, đối kháng thụ thể h",False
Tocinpro,Ciprofloxacin,394,Kháng sinh nhóm fluoroquinolon,False
Tocopin,Teicoplanin,1326,Kháng sinh glycopeptid,False
Todencine,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Toeyecin,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Tofdim Inj.,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3,False
Tofluxine,Dextromethorphan,508,Giảm ho khan,False
Toganin,Arginin,205,"Thuốc chống ung thư, thuốc ức chế aromatase",False
Tolbutamide,Tolbutamid,1398,"Thuốc uống chống đái tháo đường loại sulfonylurê,",False
Tolmasa,Clotrimazol,452,"Thuốc chống nấm tại chỗ, phổ rộng",False
Tomethrol,Methylprednisolon,969,Thuốc glucocorticoid tổng hợp,False
Tono Cefal-250,Cefaclor,329,"Kháng sinh uống, nhóm cephalosporin thế hệ 2",False
Top,Pirex - Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Topamtex,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Topcef,100 DT - Cefixim,351,Kháng sinh cephalosporin thế hệ 3,False
Topcef,200 - Cefixim,351,Kháng sinh cephalosporin thế hệ 3,False
Topclar 500,Clarithromycin,404,Kháng sinh macrolid bán tổng hợp,False
Topenti 20,Esomeprazol,619,Thuốc ức chế bài tiết acid dạ dày thuộc nhóm ức chế,False
Topenti 40,Esomeprazol,619,Thuốc ức chế bài tiết acid dạ dày thuộc nhóm ức chế,False
Topflam,Diclofenac,515,Thuốc chống viêm không steroid,False
Topifix,Gemfibrozil,718,Thuốc chống tăng lipid huyết,False
Topium Nasal Spray,Ipratropium bromid,833,"Vì vậy, không trộn thuốc",False
Topoxime,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,False
Topsea 500,Paracetamol,1118,Giảm đau; hạ sốt,False
Topsil cough,Dextromethorphan,508,Giảm ho khan,False
Toptrixone Inj,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,False
Toptropin,Piracetam,1159,Thuốc trị giun,False
Toraass 25,Losartan,927,Chất đối kháng thụ thể at,False
Toraass 50,Losartan,927,Chất đối kháng thụ thể at,False
Torafix-100,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,False
Toranax 0.25,Alprazolam,167,"Chống lo âu, chống hoảng sợ",False
Toravell,Tramadol hydroclorid,1400,Thuốc giảm đau tổng hợp nhóm opioid,False
Tordol,Moxifloxacin hydroclorid,1011,Kháng sinh  nhóm fluoroquinolon,False
Torfast 120,Fexofenadin hydroclorid,657,"Kháng histamin thế hệ 2, đối kháng thụ thể h",False
Torfexim-200,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,False
Toricam,Piroxicam,1160,Thuốc chống viêm không steroid (nsaid),False
Torlaxime,Cefotaxim,357,Kháng sinh cephalosporin thế hệ 3,False
Torleva 250,Levetiracetam,887,Thuốc điều trị động kinh,False
Torleva 500,Levetiracetam,887,Thuốc điều trị động kinh,False
Torleva 1000,Levetiracetam,887,Thuốc điều trị động kinh,False
Tornex,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Torocef-1,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,False
Torodroxyl,Cefadroxil,332,Kháng sinh nhóm cephalosporin thế hệ 1,False
Torodroxyl 250 DT,Cefadroxil,332,Kháng sinh nhóm cephalosporin thế hệ 1,False
Torodroxyl 500,Cefadroxil,332,Kháng sinh nhóm cephalosporin thế hệ 1,False
Torolan 5,Olanzapin,1077,Kháng sinh nhóm quinolon,True
Torpace-2.5,Ramipril,1230,Thuốc ức chế enzym chuyển angiotensin,False
Torpace-5,Ramipril,1230,Thuốc ức chế enzym chuyển angiotensin,False
Toruxin,Piracetam,1159,Thuốc trị giun,False
Toruxin-800,Piracetam,1159,Thuốc trị giun,False
Tosuy,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Tottizim,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3,False
Tovalgan,150 - Paracetamol,1118,Giảm đau; hạ sốt,False
Tovalgan,Paracetamol,1118,Giảm đau; hạ sốt,False
Tovalgan Ef,Paracetamol,1118,Giảm đau; hạ sốt,False
Tovalgan Ef 150,Paracetamol,1118,Giảm đau; hạ sốt,False
Tovalgan Ef 80,Paracetamol,1118,Giảm đau; hạ sốt,False
Tovecor,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
Toversin,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
Tovix,Tobramycin,1392,Kháng sinh nhóm aminoglycosid,False
Toxaxine Inj,Acid tranexamic,139,Thuốc chống tiêu fibrin,True
Tozef 250,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,False
Tozep,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,False
Tpenatec,Enalapril,582,"Thuốc chống tăng huyết áp, nhóm ức chế enzym",False
Trabiotin,Biotin,259,Thuốc chống rối loạn lipid huyết (nhóm fibrat),False
Tracemic,Atenolol,219,Chất hấp phụ chống ỉa chảy,False
Traclor 125,Cefaclor,329,"Kháng sinh uống, nhóm cephalosporin thế hệ 2",False
Traclor 375,Cefaclor,329,"Kháng sinh uống, nhóm cephalosporin thế hệ 2",False
Tracrium,Atracurium besylat,221,Thuốc phong bế thần kinh - cơ không khử cực,False
Trafedin,Nifedipin,1056,"Thuốc chẹn kênh calci dẫn xuất của 1,4 dihydropyridin",False
Traflocin,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Traforan,Cefotaxim,357,Kháng sinh cephalosporin thế hệ 3,False
Trafuxim,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,False
Tramacap,Tramadol hydroclorid,1400,Thuốc giảm đau tổng hợp nhóm opioid,False
Tramadol,Tramadol hydroclorid,1400,Thuốc giảm đau tổng hợp nhóm opioid,False
Tramadol Capsules BP,Tramadol hydroclorid,1400,Thuốc giảm đau tổng hợp nhóm opioid,False
Tramadol hydrochloride,Tramadol hydroclorid,1400,Thuốc giảm đau tổng hợp nhóm opioid,False
Tramadol Stada,Tramadol hydroclorid,1400,Thuốc giảm đau tổng hợp nhóm opioid,False
Tramadol-hameln,Tramadol hydroclorid,1400,Thuốc giảm đau tổng hợp nhóm opioid,False
Tramafast,Tramadol hydroclorid,1400,Thuốc giảm đau tổng hợp nhóm opioid,False
Tramain-100,Tramadol hydroclorid,1400,Thuốc giảm đau tổng hợp nhóm opioid,False
Tramazac,Tramadol hydroclorid,1400,Thuốc giảm đau tổng hợp nhóm opioid,False
Tranex,Acid tranexamic,139,Thuốc chống tiêu fibrin,True
Tranexamic,Acid tranexamic,139,Thuốc chống tiêu fibrin,True
Tranexamic acid,Acid tranexamic,139,Thuốc chống tiêu fibrin,True
Tranfaximox,Amoxicilin,188,"Kháng sinh nhóm beta-lactam, aminopenicilin",False
Tranmix,Acid tranexamic,139,Thuốc chống tiêu fibrin,True
Tranoxel,Acid tranexamic,139,Thuốc chống tiêu fibrin,True
Transamin,Acid tranexamic,139,Thuốc chống tiêu fibrin,True
Tranxene,Clorazepat,434,Chưa phân loại,False
Tranzil,Acid tranexamic,139,Thuốc chống tiêu fibrin,True
Traphalucin,Fluocinolon acetonid,679,Thuốc chẹn kênh calci,False
Trasorbid,Isosorbid dinitrat,846,Thuốc giãn mạch,False
Trastu,Cinarizin,391,Kháng histamin h,False
Tratim Inj,Cefotiam hydroclorid,360,Kháng sinh loại cephalosporin,False
Travicol,Paracetamol,1118,Giảm đau; hạ sốt,False
Travicol PM,Paracetamol,1118,Giảm đau; hạ sốt,False
Travicol WB,Paracetamol,1118,Giảm đau; hạ sốt,False
Travilan DR. PD. Inj,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,False
Travimuc,Acetylcystein,111,Thuốc tiêu chất nhày; thuốc giải độc (quá liều,False
Travinat,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,False
Treatan,Candesartan cilexetil,304,Chất đối kháng thụ thể angiotensin ii,False
Trentilin Ampoule,Pentoxifylin,1129,Thuốc tác dụng trên độ nhớt của máu,False
Trepmycin,Streptomycin,1308,Kháng sinh nhóm aminoglycosid,False
Tretinacne,Erythromycin,607,Kháng sinh nhóm macrolid,False
Tretinex,Tretinoin (thuốc bôi),1404,Retinoid dùng bôi trị trứng cá,False
Tretinoin (oral),Tretinoin (uống),1405,Retinoid dùng bôi trị trứng cá,False
Tretinoin (topical),Tretinoin (thuốc bôi),1404,Retinoid dùng bôi trị trứng cá,False
Trexatil,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,False
Trexofin,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,False
Trexon,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,False
Triafax,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,False
Triafax 100,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,False
Triafax 200,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,False
Triafax DT,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,False
Tria-Flox,Ofloxacin,1076,Kháng sinh nhóm quinolon,True
Triambul,Triamcinolon,1407,Glucocorticoid,False
Triamcinod,Triamcinolon,1407,Glucocorticoid,False
Triamcinolon DNP,Triamcinolon,1407,Glucocorticoid,False
Triamcinolone,Triamcinolon,1407,Glucocorticoid,False
Triamcinolone Acetonide USP,Triamcinolon,1407,Glucocorticoid,False
Triamcinolone tablets B.P,Triamcinolon,1407,Glucocorticoid,False
Triamcinolone Tablets USP,Triamcinolon,1407,Glucocorticoid,False
Triamed,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim,False
Triamgol,Triamcinolon,1407,Glucocorticoid,False
Triamlife,Triamcinolon,1407,Glucocorticoid,False
Triamterene,Triamteren,1409,Thuốc lợi tiểu giữ kali,False
Triamvirgri,Triamcinolon,1407,Glucocorticoid,False
Triatec,Ramipril,1230,Thuốc ức chế enzym chuyển angiotensin,False
Triaxo-B,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,False
Triaxs Inj,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,False
Tricef 50,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,False
Tricef 100,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,False
Tricef 200,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,False
Tricef 400,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,False
Tricefin,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3,False
Trichogyl,Metronidazol,979,Thuốc diệt giun sán,False
Trichopol,Metronidazol,979,Thuốc diệt giun sán,False
Tricima 250,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Tridagem,Metronidazol,979,Thuốc diệt giun sán,False
Trifix,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,False
Triflox,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Trifluridine,Trifluridin,1410,"Thuốc kháng virus, nhỏ mắt",False
Trifungi,Itraconazol,849,Chống nấm,False
Tri-Genol,Terbinafin hydroclorid,1340,"Thuốc chống nấm, dẫn chất allylamin",False
Triglo,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Trihexyphenidyl hydrocholoride,Trihexyphenidyl,1411,"Thuốc kháng virus, nhỏ mắt",False
Trikapezon,Cefoperazon natri,354,Kháng sinh cephalosporin thế hệ 3,False
